Authors^Title^Venue^Year^Link
Jingqing Mu, Jerome Soumagne, Suren Byna, Quincey Koziol, Houjun Tang, and Richard Warren^Interfacing HDF5 with A Scalable Object-centric Storage System on Hierarchical Storage^Journal of Concurrency and Computation: Practice and Experience^2020^https://onlinelibrary.wiley.com/doi/10.1002/cpe.5715
Houjun Tang, Suren Byna, Bin Dong, and Quincey Koziol^Parallel Query Service for Object-centric Data Management Systems^The 6th IEEE International Workshop on High-Performance Big Data and Cloud Computing (HPBDC) 2020, in conjunction with IPDPS 2020^2020^https://sdm.lbl.gov/pdc/pubs/2020-HPBDC-IPDPS-Parallel_Query_PDC.pdf
